the	the
actors	actor
in	in
captain	B-movie.name
america	I-movie.name
who	who
starred	starred
in	in
captain	B-movie.name
america	I-movie.name
who	who
was	wa
in	in
the	the
movie	movie
captain	B-movie.name
america	I-movie.name
who	who
were	were
the	the
cast	cast
members	member
in	in
the	B-movie.name
hobbist	I-movie.name
show	show
me	me
the	the
actor	actor
of	of
the	the
movie	movie
varsham	B-movie.name
which	which
female	female
actors	actor
starred	starred
in	in
hitch	B-movie.name
can	can
i	i
see	see
the	the
cast	cast
and	and
crew	crew
for	for
the	the
movie	movie
in	B-movie.name
july	I-movie.name
list	list
cast	cast
and	and
crew	crew
in	B-movie.name
july	I-movie.name
who	who
stars	star
in	in
in	B-movie.name
july	I-movie.name
who	who
stars	star
in	in
in	B-movie.name
july	I-movie.name
roll	roll
credits	credit
for	for
top	B-movie.name
gun	I-movie.name
show	show
me	me
the	the
actor	actor
of	of
the	the
movie	movie
sirisiri	B-movie.name
muvva	I-movie.name
rocky	B-movie.name
2	2
actor	actor
who	who
is	is
chewbakka	B-character.name
who	who
stared	stared
in	in
i	B-movie.name
love	I-movie.name
lucy	I-movie.name
apollo	B-movie.name
thirteen	I-movie.name
cast	cast
members	member
can	can
you	you
tell	tell
me	me
more	more
about	about
the	the
cast	cast
and	and
crew	crew
of	of
the	the
movie	movie
apollo	B-movie.name
thirteen	I-movie.name
cast	cast
and	and
crew	crew
for	for
apollo	B-movie.name
thirteen	I-movie.name
castmembers	castmembers
of	of
apollo	B-movie.name
thirteen	I-movie.name
complete	complete
cast	cast
and	and
crew	crew
of	of
apollo	B-movie.name
thirteen	I-movie.name
find	find
for	for
information	information
about	about
the	the
cast	cast
of	of
appolo	B-movie.name
thirteen	I-movie.name
find	find
info	info
on	on
the	the
crew	crew
of	of
apollo	B-movie.name
thirteen	I-movie.name
give	give
me	me
more	more
facts	fact
about	about
the	the
cast	cast
and	and
crew	crew
of	of
the	the
movie	movie
apollo	B-movie.name
thirteen	I-movie.name
i	i
need	need
to	to
know	know
in	in
detail	detail
about	about
the	the
cast	cast
and	and
crew	crew
of	of
the	the
movie	movie
apollo	B-movie.name
thirteen	I-movie.name
i	i
want	want
to	to
find	find
information	information
about	about
the	the
cast	cast
of	of
apollo	B-movie.name
thirteen	I-movie.name
show	show
me	me
more	more
information	information
about	about
the	the
cast	cast
and	and
crew	crew
of	of
the	the
movie	movie
apollo	B-movie.name
thirteen	I-movie.name
what	what
actors	actor
were	were
in	in
dirty	B-movie.name
dancing	I-movie.name
show	show
me	me
the	the
actors	actor
in	in
captain	B-movie.name
america	I-movie.name
show	show
me	me
gilda	B-movie.name
's	's
credits	credit
i	i
can	can
't	't
remember	remember
the	the
lead	lead
guy	guy
in	in
the	B-movie.name
avengers	I-movie.name
show	show
cast	cast
list	list
for	for
the	B-movie.name
avergers	I-movie.name
who	who
plays	play
nemo	B-character.name
in	in
finding	B-movie.name
nemo	I-movie.name
find	find
cast	cast
and	and
crew	crew
for	for
the	the
movie	movie
finding	B-movie.name
nemo	I-movie.name
show	show
me	me
the	the
cast	cast
and	and
crew	crew
for	for
finding	B-movie.name
nemo	I-movie.name
show	show
me	me
the	the
cast	cast
of	of
finding	B-movie.name
nemo	I-movie.name
who	who
are	are
the	the
main	main
voices	voice
in	in
finding	B-movie.name
nemo	I-movie.name
who	who
starred	starred
in	in
finding	B-movie.name
nemo	I-movie.name
who	who
stars	star
in	in
finding	B-movie.name
nemo	I-movie.name
who	who
was	wa
the	the
main	main
character	character
in	in
men	B-movie.name
in	I-movie.name
black	I-movie.name
3	I-movie.name
can	can
i	i
see	see
the	the
credits	credit
for	for
dirty	B-movie.name
dancing	I-movie.name
cast	cast
of	of
dirty	B-movie.name
dancing	I-movie.name
find	find
cast	cast
and	and
crew	crew
for	for
dirty	B-movie.name
dancing	I-movie.name
search	search
cast	cast
and	and
crew	crew
for	for
dirty	B-movie.name
dancing	I-movie.name
search	search
for	for
the	the
cast	cast
and	and
crew	crew
for	for
the	the
movie	movie
dirty	B-movie.name
dancing	I-movie.name
show	show
me	me
the	the
cast	cast
and	and
list	list
for	for
dirty	B-movie.name
dancing	I-movie.name
who	who
starred	starred
in	in
dirty	B-movie.name
dancing	I-movie.name
who	who
starred	starred
in	in
dirty	B-movie.name
dancing	I-movie.name
who	who
were	were
the	the
stars	star
of	of
dirty	B-movie.name
dancing	I-movie.name
who	who
was	wa
the	the
male	male
star	star
of	of
titanic	B-movie.name
who	who
starred	starred
in	in
taxi	B-movie.name
who	who
played	played
in	in
the	B-movie.name
oranges	I-movie.name
actors	actor
for	for
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
who	who
are	are
the	the
lead	lead
actors	actor
in	in
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
find	find
the	the
male	male
actor	actor
from	from
the	the
movie	movie
born	B-movie.name
free	I-movie.name
actor	actor
from	from
iron	B-movie.name
man	I-movie.name
shows	show
actors	actor
in	in
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name
which	which
actors	actor
starred	starred
in	in
hitch	B-movie.name
who	who
are	are
all	all
of	of
the	the
actors	actor
in	in
hitch	B-movie.name
who	who
was	wa
the	the
lead	lead
actor	actor
in	in
hitch	B-movie.name
who	who
starred	starred
in	in
dark	B-movie.name
knight	I-movie.name
rising	I-movie.name
who	who
played	played
nick	B-character.name
fury	I-character.name
in	in
the	B-movie.name
avengers	I-movie.name
who	who
was	wa
the	the
lead	lead
actor	actor
in	in
the	B-movie.name
avengers	I-movie.name
what	what
was	wa
the	the
cast	cast
of	of
black	B-movie.name
swan	I-movie.name
who	who
acted	acted
in	in
black	B-movie.name
swan	I-movie.name
who	who
was	wa
in	in
black	B-movie.name
swan	I-movie.name
who	who
was	wa
the	the
lead	lead
in	in
black	B-movie.name
swan	I-movie.name
actors	actor
in	in
star	B-movie.name
wars	I-movie.name
four	I-movie.name
what	what
was	wa
the	the
actor	actor
who	who
played	played
esme	B-character.name
in	in
twilight	B-movie.name
who	who
played	played
esme	B-character.name
in	in
twilight	B-movie.name
who	who
starred	starred
in	in
the	B-movie.name
parent	I-movie.name
trap	I-movie.name
cast	cast
and	and
crew	crew
for	for
hitch	B-movie.name
cast	cast
and	and
crew	crew
of	of
hitch	B-movie.name
cast	cast
hitch	B-movie.name
hitch	B-movie.name
crew	crew
list	list
cast	cast
hitch	B-movie.name
show	show
me	me
hitch	B-movie.name
's	's
cast	cast
show	show
the	the
cast	cast
of	of
hitch	B-movie.name
what	what
actors	actor
appeared	appeared
in	in
the	the
movie	movie
hitch	B-movie.name
what	what
actors	actor
played	played
in	in
the	the
movies	movie
hitch	B-movie.name
what	what
was	wa
the	the
cast	cast
of	of
hitch	B-movie.name
who	who
starred	starred
in	in
hitch	B-movie.name
who	who
starred	starred
in	in
the	the
movie	movie
hitch	B-movie.name
who	who
stars	star
in	in
hitch	B-movie.name
who	who
was	wa
in	in
hitch	B-movie.name
who	who
was	wa
in	in
the	the
movie	movie
hitch	B-movie.name
who	who
was	wa
the	the
star	star
in	in
hitch	B-movie.name
voice	voice
actor	actor
for	for
homer	B-character.name
simpson	I-character.name
who	who
is	is
in	in
the	the
movie	movie
two	B-movie.name
can	I-movie.name
play	I-movie.name
that	I-movie.name
game	I-movie.name
actress	actress
from	from
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
who	who
are	are
the	the
lead	lead
actors	actor
in	in
this	this
movie	movie
show	show
me	me
information	information
on	on
the	the
cast	cast
and	and
crew	crew
of	of
pitchperfect	B-movie.name
actors	actor
in	in
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
can	can
i	i
see	see
the	the
cast	cast
and	and
crew	crew
for	for
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
cast	cast
and	and
crew	crew
for	for
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
cast	cast
and	and
crew	crew
for	for
the	the
movie	movie
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
who	who
stars	star
on	on
the	the
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
who	who
is	is
in	in
movie	movie
who	who
is	is
in	in
movie	movie
who	who
is	is
in	in
movie	movie
who	who
acts	act
in	in
forager	B-movie.name
who	who
stars	star
in	in
forager	B-movie.name
who	who
is	is
the	the
cast	cast
and	and
crew	crew
for	for
now	B-movie.name
forager	I-movie.name
who	who
was	wa
in	in
now	B-movie.name
actor	actor
from	from
modern	B-movie.name
family	I-movie.name
list	list
the	the
actors	actor
in	in
forager	B-movie.name
cast	cast
and	and
crew	crew
of	of
go	B-movie.name
who	who
starred	starred
in	in
go	B-movie.name
who	who
was	wa
the	the
lead	lead
actress	actress
in	in
the	B-movie.name
hunger	I-movie.name
games	I-movie.name
show	show
cast	cast
of	of
movie	movie
request	B-movie.name
what	what
is	is
the	the
cast	cast
in	in
resident	B-movie.name
evil	I-movie.name
retribution	I-movie.name
list	list
me	me
the	the
actors	actor
for	for
top	B-movie.name
gun	I-movie.name
who	who
was	wa
the	B-character.name
tin	I-character.name
man	I-character.name
in	in
wizard	B-movie.name
of	I-movie.name
oz	I-movie.name
actress	actress
in	in
hum	B-movie.name
tum	I-movie.name
who	who
was	wa
the	the
actor	actor
in	in
movie	movie
hum	B-movie.name
tum	I-movie.name
who	who
is	is
in	in
barfi	B-movie.name
who	who
was	wa
the	the
lead	lead
woman	woman
in	in
the	B-movie.name
savages	I-movie.name
find	find
the	the
name	name
of	of
the	the
actor	actor
who	who
played	played
jack	B-character.name
in	in
the	the
movie	movie
titanic	B-movie.name
the	the
name	name
of	of
the	the
male	male
lead	lead
in	in
the	the
movie	movie
titanic	B-movie.name
what	what
is	is
the	the
name	name
of	of
the	the
lead	lead
actor	actor
in	in
the	the
titanic	B-movie.name
show	show
me	me
who	who
played	played
what	what
role	role
in	in
go	B-movie.name
i	i
cannot	cannot
remember	remember
the	the
name	name
of	of
the	the
actor	actor
in	in
pretty	B-movie.name
women	I-movie.name
what	what
is	is
the	the
name	name
of	of
the	the
actor	actor
who	who
was	wa
in	in
the	B-movie.name
parent	I-movie.name
trap	I-movie.name
find	find
name	name
of	of
main	main
actor	actor
in	in
the	the
movie	movie
the	B-movie.name
help	I-movie.name
looking	looking
for	for
names	name
of	of
crew	crew
members	member
of	of
apollo	B-movie.name
thirteen	I-movie.name
i	i
can	can
't	't
figure	figure
out	out
the	the
name	name
of	of
the	the
lead	lead
guy	guy
in	in
the	B-movie.name
avengers	I-movie.name
what	what
were	were
the	the
names	name
of	of
the	the
ladies	lady
in	in
facts	I-movie.name
of	I-movie.name
life	I-movie.name
how	how
old	old
is	is
steven	B-person.name
spielberg	I-person.name
when	when
steven	B-person.name
spielberg	I-person.name
born	born
what	what
is	is
tom	B-person.name
cruise	I-person.name
's	's
birthday	birthday
when	when
was	wa
tom	B-person.name
cruise	I-person.name
born	born
when	when
is	is
will	B-person.name
ferrell	I-person.name
's	's
birthday	birthday
how	how
old	old
is	is
kristen	B-person.name
stewart	I-person.name
how	how
much	much
did	did
it	it
cost	cost
to	to
produce	produce
the	B-movie.name
dark	I-movie.name
night	I-movie.name
how	how
much	much
did	did
the	B-movie.name
dark	I-movie.name
night	I-movie.name
cost	cost
to	to
produce	produce
what	what
was	wa
the	B-movie.name
dark	I-movie.name
night	I-movie.name
budget	budget
the	B-movie.name
godfather	I-movie.name
's	's
budget	budget
budget	budget
for	for
the	B-movie.name
blind	I-movie.name
side	I-movie.name
i	i
want	want
to	to
look	look
up	up
the	the
budget	budget
of	of
freedom	B-movie.name
writers	I-movie.name
i	i
would	would
like	like
to	to
look	look
up	up
the	the
budget	budget
of	of
freedom	B-movie.name
writers	I-movie.name
look	look
for	for
the	the
budget	budget
of	of
freedom	B-movie.name
writers	I-movie.name
how	how
much	much
was	wa
hunger	B-movie.name
games	I-movie.name
made	made
for	for
how	how
much	much
was	wa
the	the
budget	budget
for	for
the	B-movie.name
hunger	I-movie.name
games	I-movie.name
how	how
much	much
did	did
black	B-movie.name
swan	I-movie.name
cost	cost
how	how
much	much
did	did
hollywood	hollywood
pay	pay
for	for
black	B-movie.name
swan	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
black	B-movie.name
swan	I-movie.name
what	what
were	were
production	production
costs	cost
for	for
black	B-movie.name
swan	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
wrong	B-movie.name
turn	I-movie.name
search	search
for	for
the	the
budget	budget
of	of
step	B-movie.name
up	I-movie.name
budget	budget
for	for
titanic	B-movie.name
budget	budget
for	for
titanic	B-movie.name
budget	budget
for	for
titanic	B-movie.name
movie	movie
how	how
much	much
did	did
titanic	B-movie.name
cost	cost
to	to
make	make
how	how
much	much
was	wa
the	the
total	total
budget	budget
for	for
the	the
titanic	B-movie.name
what	what
was	wa
titanic	B-movie.name
's	's
budget	budget
what	what
was	wa
the	the
budget	budget
for	for
courageous	B-movie.name
what	what
was	wa
the	the
budget	budget
for	for
facing	B-movie.name
the	I-movie.name
giants	I-movie.name
budget	budget
of	of
heroine	B-movie.name
finding	finding
the	the
buget	buget
of	of
heroine	B-movie.name
looking	looking
of	of
movie	movie
heroine	B-movie.name
's	's
budget	budget
what	what
is	is
the	the
buget	buget
of	of
movie	movie
heroine	B-movie.name
how	how
much	much
did	did
it	it
cost	cost
to	to
make	make
jurassic	B-movie.name
park	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
jurassic	B-movie.name
park	I-movie.name
how	how
much	much
did	did
james	B-director.name
cameron	I-director.name
have	have
to	to
spend	spend
to	to
make	make
avatar	B-movie.name
avatar	B-movie.name
must	must
have	have
cost	cost
a	a
bundle	bundle
did	did
the	the
avatar	B-movie.name
movie	movie
have	have
a	a
budget	budget
for	for
spending	spending
get	get
me	me
info	info
on	on
the	the
budget	budget
for	for
avatar	B-movie.name
how	how
much	much
did	did
it	it
cost	cost
to	to
make	make
avatar	B-movie.name
how	how
much	much
did	did
the	the
studio	studio
spend	spend
to	to
make	make
avatar	B-movie.name
how	how
much	much
money	money
was	wa
budgeted	budgeted
for	for
the	the
avatar	B-movie.name
movie	movie
i	i
need	need
to	to
know	know
the	the
budget	budget
of	of
the	the
movie	movie
avatar	B-movie.name
i	i
want	want
to	to
know	know
the	the
avatar	B-movie.name
's	's
budget	budget
list	list
the	the
budget	budget
for	for
avatar	B-movie.name
show	show
me	me
what	what
was	wa
the	the
budget	budget
of	of
the	the
movie	movie
avatar	B-movie.name
what	what
did	did
the	the
movie	movie
avatar	B-movie.name
cost	cost
to	to
make	make
what	what
was	wa
avatar	B-movie.name
's	's
budget	budget
what	what
was	wa
the	the
budget	budget
for	for
avatar	B-movie.name
what	what
was	wa
the	the
budget	budget
for	for
avatar	B-movie.name
what	what
was	wa
the	the
budget	budget
for	for
avatar	B-movie.name
what	what
was	wa
the	the
budget	budget
for	for
the	the
movie	movie
avatar	B-movie.name
what	what
was	wa
the	the
budget	budget
of	of
the	the
movie	movie
avatar	B-movie.name
how	how
much	much
did	did
the	the
movie	movie
avatar	B-movie.name
cost	cost
how	how
much	much
money	money
was	wa
spent	spent
on	on
batman	B-movie.name
tell	tell
me	me
the	the
budget	budget
for	for
the	the
movie	movie
batman	B-movie.name
how	how
much	much
did	did
batman	B-movie.name
begins	I-movie.name
cost	cost
how	how
much	much
was	wa
it	it
to	to
make	make
the	the
film	film
batman	B-movie.name
begins	I-movie.name
budget	budget
for	for
the	B-movie.name
avengers	I-movie.name
how	how
much	much
did	did
it	it
take	take
to	to
make	make
the	B-movie.name
avengers	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
the	B-movie.name
avengers	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
citizen	B-movie.name
kane	I-movie.name
find	find
out	out
the	the
budget	budget
of	of
cujo	B-movie.name
budget	budget
for	for
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	's
budget	budget
information	information
please	please
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
's	's
budget	budget
show	show
me	me
the	the
budget	budget
for	for
the	the
movie	movie
budget	budget
for	for
the	the
hulk	B-movie.name
budget	budget
request	request
for	for
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
find	find
the	the
budget	budget
of	of
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
how	how
much	much
did	did
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
cost	cost
what	what
was	wa
the	the
budget	budget
of	of
my	B-movie.name
big	I-movie.name
fat	I-movie.name
greek	I-movie.name
wedding	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
old	B-movie.name
school	I-movie.name
what	what
was	wa
the	B-movie.name
bourne	I-movie.name
identity	I-movie.name
's	's
budget	budget
how	how
much	much
did	did
it	it
cost	cost
to	to
produce	produce
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name
provide	provide
the	the
cost	cost
for	for
producing	producing
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name
will	will
you	you
show	show
the	the
cost	cost
to	to
produce	produce
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
the	B-movie.name
hobbit	I-movie.name
can	can
i	i
see	see
what	what
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	's
budget	budget
was	wa
show	show
me	me
the	B-movie.name
lion	I-movie.name
king	I-movie.name
's	's
budget	budget
what	what
was	wa
the	the
budget	budget
for	for
passion	I-movie.name
of	I-movie.name
the	I-movie.name
christ	I-movie.name
what	what
was	wa
the	the
budget	budget
for	for
top	B-movie.name
gun	I-movie.name
what	what
was	wa
top	B-movie.name
gun	I-movie.name
's	's
budget	budget
who	who
does	doe
ellen	B-actor.name
degeneres	I-actor.name
play	play
in	in
finding	B-movie.name
nemo	I-movie.name
what	what
character	character
did	did
tom	B-actor.name
hanks	I-actor.name
play	play
in	in
apollo	B-movie.name
thirteen	I-movie.name
lion	B-movie.name
king	I-movie.name
characters	character
what	what
character	character
did	did
will	B-actor.name
smith	I-actor.name
play	play
in	in
hitch	B-movie.name
what	what
role	role
did	did
sarah	B-actor.name
polley	I-actor.name
play	play
in	in
go	B-movie.name
what	what
was	wa
kevin	B-actor.name
james	I-actor.name
role	role
in	in
hitch	B-movie.name
who	who
directed	directed
the	the
music	music
in	in
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
show	show
me	me
the	the
music	music
composer	composer
for	for
the	the
movie	movie
who	who
directed	directed
the	the
musical	musical
score	score
in	in
barfi	B-movie.name
how	how
many	many
films	film
did	did
ed	B-actor.name
harris	I-actor.name
do	do
with	with
tom	B-actor.name
hanks	I-actor.name
how	how
many	many
movies	movie
were	were
released	released
on	on
nine	B-movie.release_date
twenty	I-movie.release_date
eight	I-movie.release_date
twelve	I-movie.release_date
how	how
many	many
movies	movie
were	were
filmed	filmed
in	in
asia	B-movie.location
how	how
many	many
films	film
directed	directed
by	by
barbra	B-director.name
streisand	I-director.name
have	have
been	been
shot	shot
in	in
the	the
czech	B-movie.location
republic	I-movie.location
how	how
many	many
movies	movie
has	ha
albert	B-producer.name
ruddy	I-producer.name
produced	produced
how	how
many	many
movies	movie
has	ha
lionsgate	B-producer.name
done	done
how	how
many	many
movies	movie
did	did
richard	B-director.name
lester	I-director.name
direct	direct
how	how
many	many
films	film
has	ha
taye	B-actor.name
diggs	I-actor.name
been	been
in	in
how	how
many	many
movies	movie
has	ha
ray	B-producer.name
stark	I-producer.name
produced	produced
how	how
many	many
producers	producer
did	did
the	the
movie	movie
the	the
hitch	B-movie.name
have	have
how	how
many	many
movies	movie
has	ha
charles	B-director.name
vidor	I-director.name
directed	directed
how	how
many	many
movies	movie
has	ha
kristen	B-actor.name
stewart	I-actor.name
made	made
i	i
wonder	wonder
how	how
many	many
movies	movie
alfred	B-actor.name
hitchcock	I-actor.name
was	wa
in	in
that	that
he	he
directed	directed
how	how
many	many
movies	movie
has	ha
steven	B-director.name
spielberg	I-director.name
directed	directed
how	how
many	many
films	film
did	did
robert	B-director.name
wise	I-director.name
direct	direct
how	how
many	many
movies	movie
has	ha
tom	B-actor.name
cruise	I-actor.name
starred	starred
in	in
how	how
many	many
movies	movie
did	did
scorsese	B-director.name
direct	direct
how	how
many	many
movies	movie
has	ha
angelina	B-actor.name
jolie	I-actor.name
been	been
in	in
how	how
many	many
movies	movie
did	did
victor	B-director.name
fleming	I-director.name
direct	direct
how	how
many	many
movies	movie
has	ha
woody	B-director.name
allen	I-director.name
directed	directed
how	how
many	many
movies	movie
has	ha
darla	B-producer.name
anderson	I-producer.name
produced	produced
how	how
many	many
films	film
did	did
alfred	B-director.name
hitchcock	I-director.name
direct	direct
how	how
many	many
movies	movie
did	did
hitchcock	B-director.name
direct	direct
how	how
many	many
movies	movie
has	ha
tom	B-actor.name
hanks	I-actor.name
starred	starred
in	in
how	how
many	many
woody	B-director.name
allen	I-director.name
movies	movie
starred	starred
diane	B-actor.name
keaton	I-actor.name
how	how
many	many
films	film
has	ha
ed	B-actor.name
harris	I-actor.name
starred	starred
in	in
how	how
many	many
movies	movie
are	are
made	made
in	in
the	the
united	B-country.name
states	I-country.name
where	where
was	wa
footnote	B-movie.name
made	made
what	what
country	country
did	did
the	B-movie.name
flowers	I-movie.name
of	I-movie.name
war	I-movie.name
come	come
from	from
country	country
of	of
le	B-movie.name
havre	I-movie.name
what	what
country	country
does	doe
the	the
movie	movie
kati	B-movie.name
patang	I-movie.name
comes	come
from	from
show	show
me	me
the	the
name	name
of	of
the	the
country	country
for	for
the	the
movie	movie
thoda	B-movie.name
pyaar	I-movie.name
thoda	I-movie.name
magic	I-movie.name
can	can
you	you
tell	tell
me	me
which	which
country	country
the	the
movie	movie
kati	B-movie.name
patang	I-movie.name
comes	come
from	from
i	i
need	need
to	to
know	know
the	the
name	name
of	of
the	the
country	country
to	to
which	which
the	the
movie	movie
kati	B-movie.name
patang	I-movie.name
belongs	belongs
to	to
show	show
me	me
the	the
name	name
of	of
the	the
country	country
from	from
which	which
the	the
movie	movie
kati	B-movie.name
patang	I-movie.name
comes	come
can	can
you	you
tell	tell
me	me
which	which
country	country
does	doe
thoda	B-movie.name
pyaar	I-movie.name
thoda	I-movie.name
magic	I-movie.name
belongs	belongs
to	to
give	give
me	me
the	the
name	name
of	of
the	the
country	country
for	for
the	the
movie	movie
thoda	B-movie.name
pyaar	I-movie.name
thoda	I-movie.name
magic	I-movie.name
i	i
need	need
to	to
know	know
which	which
country	country
does	doe
the	the
movie	movie
thoda	B-movie.name
pyaar	I-movie.name
thoda	I-movie.name
magic	I-movie.name
belongs	belongs
to	to
country	country
that	that
made	made
a	B-movie.name
separation	I-movie.name
what	what
country	country
is	is
godzilla	B-movie.name
country	country
of	of
weekend	B-movie.name
i	i
would	would
like	like
to	to
search	search
for	for
what	what
country	country
cell	B-movie.name
21	I-movie.name
is	is
from	from
look	look
for	for
what	what
country	country
cell	B-movie.name
21	I-movie.name
is	is
from	from
what	what
country	country
is	is
cell	B-movie.name
21	I-movie.name
from	from
what	what
country	country
did	did
black	B-movie.name
beauty	I-movie.name
come	come
from	from
i	i
need	need
to	to
know	know
where	where
trainspotting	B-movie.name
comes	come
from	from
tell	tell
me	me
where	where
is	is
trainspotting	B-movie.name
from	from
which	which
country	country
made	made
elizabeth	B-movie.name
where	where
was	wa
trainspotting	B-movie.name
made	made
what	what
country	country
did	did
shindler	B-movie.name
's	I-movie.name
list	I-movie.name
come	come
from	from
which	which
country	country
is	is
this	this
movie	movie
from	from
show	show
me	me
where	where
black	B-movie.name
swan	I-movie.name
is	is
from	from
where	where
was	wa
black	B-movie.name
swan	I-movie.name
produced	produced
what	what
is	is
the	the
origin	origin
of	of
casa	B-movie.name
blanca	I-movie.name
origin	origin
of	of
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
lion	B-movie.name
king	I-movie.name
filmed	filmed
at	at
where	where
was	wa
rocky	B-movie.name
four	I-movie.name
filmed	filmed
origin	origin
of	of
spanglish	B-movie.name
movie	movie
made	made
where	where
what	what
country	country
is	is
movie	movie
from	from
in	in
what	what
country	country
was	wa
movie	movie
made	made
where	where
was	wa
movie	movie
made	made
is	is
this	this
a	a
foreign	foreign
film	film
is	is
this	this
a	a
